Order,Family,Genus,Species,Name,C-value,Mbp,Method,Metamorphosis
Hymenoptera,Formicidae,Aphaenogaster,(rudis-texana,Aphaenogaster (rudis-texana,0.46,449.88,FCM,Complete
Hymenoptera,Mutillidae,Dasymutilla,archboldi,Dasymutilla archboldi,0.46,449.88,FIA,Complete
Hymenoptera,Mutillidae,Dasymutilla,occidentalis,Dasymutilla occidentalis,0.46,449.88,FIA,Complete
Lepidoptera,Arctiidae,Cisseps,fulvicollis,Cisseps fulvicollis,0.46,449.88,FCM,Complete
Lepidoptera,Geometridae,Scopula,limboundata,Scopula limboundata,0.46,449.88,FIA,Complete
Lepidoptera,Noctuidae,Cucullia,intermedia,Cucullia intermedia,0.46,449.88,FIA,Complete
Lepidoptera,Notodontidae,Unknown,sp.,Unknown sp.,0.46,449.88,FIA,Complete
Lepidoptera,Sphingidae,Hyles,lineata,Hyles lineata,0.46,449.88,FCM,Complete
Lepidoptera,Sphingidae,Pachysphinx,modesta,Pachysphinx modesta,0.46,449.88,FIA,Complete
Lepidoptera,Pyralidae,Spodoptera,littoralis,Spodoptera littoralis,0.47,458.07,,Complete
Coleoptera,Coccinellidae,Harmonia,axyridis,Harmonia axyridis,0.47,459.66,FCM,Complete
Coleoptera,Scarabaeidae,Martineziana,dutertrei,Martineziana dutertrei,0.47,459.66,FCM,Complete
Coleoptera,Tenebrionidae,Pimelia,laevigata,Pimelia laevigata,0.47,459.66,FD,Complete
Diptera,Chaoboridae,Corethrella,brakeleyi,Corethrella brakeleyi,0.47,459.66,FD,Complete
Diptera,Glossinidae,Glossina,pallidipes,Glossina pallidipes,0.47,459.66,FCM,Complete
Hymenoptera,Apidae,Bombus,impatiens,Bombus impatiens,0.47,459.66,FCM,Complete
Hymenoptera,Apidae,Frieseomelitta,varia,Frieseomelitta varia,0.47,459.66,FCM,Complete
Hymenoptera,Figitidae,Leptopilina,heterotoma,Leptopilina heterotoma,0.47,459.66,FCM,Complete
Hymenoptera,Formicidae,Solenopsis,invicta,Solenopsis invicta,0.47,459.66,FIA,Complete
Hymenoptera,Pteromalidae,Catolaccus,grandis,Catolaccus grandis,0.47,459.66,FCM,Complete
Lepidoptera,Sphingidae,Ceratoma,undulosa,Ceratoma undulosa,0.47,459.66,FCM,Complete
Siphonaptera,Pulicidae,Ctenocephalides,felis,Ctenocephalides felis,0.47,459.66,FCM,Complete
Coleoptera,Zopheridae,Zopherus,nodulosus,Zopherus nodulosus,0.48,465.1,,Complete
Hymenoptera,Apidae,Frieseomelitta,nigra,Frieseomelitta nigra,0.48,465.4,,Complete
Diptera,Phoridae,Megaselia,scalaris,Megaselia scalaris,0.48,469.44,FCM,Complete
Hemiptera,Aphididae,Chaitophorus,populicola,Chaitophorus populicola,0.48,469.44,FD,Incomplete
Hemiptera,Aphididae,Mogoura,viciae,Mogoura viciae,0.48,469.44,FCM,Incomplete
Hymenoptera,Apidae,Celetrigona,longicornis,Celetrigona longicornis,0.48,469.44,FCM,Complete
Hymenoptera,Crabronidae,Gorytes,atricornis,Gorytes atricornis,0.48,469.44,FCM,Complete
Hymenoptera,Formicidae,Solenopsis,xyloni,Solenopsis xyloni,0.48,469.44,FCM,Complete
Hymenoptera,Megachilidae,Anthidiellum,notatum,Anthidiellum notatum,0.48,469.44,FIA,Complete
Hymenoptera,Vespidae,Polistes,dorsalis,Polistes dorsalis,0.48,469.44,FIA,Complete
Lepidoptera,Bombycidae,Bombyx,mandarina,Bombyx mandarina,0.48,469.44,FCM,Complete
Lepidoptera,Geometridae,Unknown,sp.1,Unknown sp.1,0.48,469.44,FIA,Complete
Lepidoptera,Saturniidae,Automeris,io,Automeris io,0.48,469.44,FCM,Complete
Lepidoptera,Sphingidae,Agrius,cingulata,Agrius cingulata,0.48,469.44,FCM,Complete
Coleoptera,Buprestidae,Agrilus,planipennis,Agrilus planipennis,0.48,469.61,,Complete
Coleoptera,Cerambycidae,Phymatodes,testaceus,Phymatodes testaceus,0.48,472.39,,Complete
Coleoptera,Coccinellidae,Coccinella,quinquepunctata,Coccinella quinquepunctata,0.49,479.22,FIA,Complete
Coleoptera,Tenebrionidae,Blaps,alternans,Blaps alternans,0.49,479.22,FD,Complete
Coleoptera,Tenebrionidae,Cossyphus,hoffmannseggi,Cossyphus hoffmannseggi,0.49,479.22,FD,Complete
Coleoptera,Tenebrionidae,Pimelia,canariensis,Pimelia canariensis,0.49,479.22,FD,Complete
Coleoptera,Tenebrionidae,Pimelia,radula,Pimelia radula,0.49,479.22,FD,Complete
Coleoptera,Tenebrionidae,Scleron,asperelum,Scleron asperelum,0.49,479.22,FD,Complete
Diptera,Sepsidae,Allosepsis,sp.,Allosepsis sp.,0.49,479.22,FCM,Complete
Diptera,Sepsidae,Allosepsis,sp.,Allosepsis sp.,0.49,479.22,FCM,Complete
Hemiptera,Aphididae,Aphis,pomi,Aphis pomi,0.49,479.22,FD,Incomplete
Hymenoptera,Formicidae,Odontomachus,bauri,Odontomachus bauri,0.49,479.22,FCM,Complete
Hymenoptera,Halictidae,Halictus,ligatus,Halictus ligatus,0.49,479.22,FIA,Complete
Hymenoptera,Mutillidae,Dasymutilla,pyrrhus,Dasymutilla pyrrhus,0.49,479.22,FIA,Complete
Lepidoptera,Geometridae,Unknown,sp.2,Unknown sp.2,0.49,479.22,FIA,Complete
Lepidoptera,Nymphalidae,Bicyclus,anynana,Bicyclus anynana,0.49,479.22,FIA,Complete
Thysanoptera,Thripidae,Thrips,tabaci,Thrips tabaci,0.49,479.22,FCM,Incomplete
Coleoptera,Coccinellidae,Propylea,quatuorodecimpunctata,Propylea quatuorodecimpunctata,0.5,489,FIA,Complete
Coleoptera,Staphylinidae,Biocrypta,prospiciens,Biocrypta prospiciens,0.5,489,FCM,Complete
Diptera,Glossinidae,Glossina,fuscipes,Glossina fuscipes,0.5,489,FCM,Complete
Hymenoptera,Andrenidae,Andrena,dunningi,Andrena dunningi,0.5,489,FCM,Complete
Hymenoptera,Aphelinidae,Aphelinus,rhamni,Aphelinus rhamni,0.5,489,FCM,Complete
Hymenoptera,Apidae,Plebeia,droryana,Plebeia droryana,0.5,489,FCM,Complete
Hymenoptera,Formicidae,Aphaenogaster,treatae,Aphaenogaster treatae,0.5,489,FCM,Complete
Hymenoptera,Formicidae,Monomorium,viride,Monomorium viride,0.5,489,FIA,Complete
Lepidoptera,Arctiidae,Ctenucha,virginica,Ctenucha virginica,0.5,489,FIA,Complete
Lepidoptera,Pyralidae,Galleria,melonella,Galleria melonella,0.5,489,FD,Complete
Coleoptera,Buprestidae,Agrilus,planipennis,Agrilus planipennis,0.51,494.61,,Complete
Coleoptera,Chrysomelidae,Brontispa,longissima,Brontispa longissima,0.51,498.78,FCM,Complete
Coleoptera,Coccinellidae,Cycloneda,munda,Cycloneda munda,0.51,498.78,FIA,Complete
Coleoptera,Coccinellidae,Cynegetis,impunctata,Cynegetis impunctata,0.51,498.78,FIA,Complete
Coleoptera,Tenebrionidae,Blaps,gigas,Blaps gigas,0.51,498.78,FD,Complete
Diptera,Sepsidae,Allosepsis,sp.,Allosepsis sp.,0.51,498.78,FCM,Complete
Hemiptera,Aphididae,Aphis,nerii,Aphis nerii,0.51,498.78,FD,Incomplete
Hemiptera,Aphididae,Macrosiphum,californicum,Macrosiphum californicum,0.51,498.78,FD,Incomplete
Hymenoptera,Formicidae,Odontomachus,haematodus,Odontomachus haematodus,0.51,498.78,FCM,Complete
Lepidoptera,Geometridae,Unknown,sp.3,Unknown sp.3,0.51,498.78,FIA,Complete
Lepidoptera,Lasiocampidae,Malacosoma,americana,Malacosoma americana,0.51,498.78,FIA,Complete
Lepidoptera,Pyralidae,Homoeosoma,electellum,Homoeosoma electellum,0.52,504.7,,Complete
Lepidoptera,Pyralidae,Homoeosoma,electellum,Homoeosoma electellum,0.52,507.34,,Complete
Coleoptera,Chrysomelidae,Phaedon,cochleariae,Phaedon cochleariae,0.52,508.56,FD,Complete
Coleoptera,Meloidae,Epicauta,atrivittata,Epicauta atrivittata,0.52,508.56,FCM,Complete
Coleoptera,Tenebrionidae,Pimelia,radula,Pimelia radula,0.52,508.56,FD,Complete
Coleoptera,Tenebrionidae,Tenebrio,molitor,Tenebrio molitor,0.52,508.56,FD,Complete
Diptera,Calliphoridae,Chrysomya,varipes,Chrysomya varipes,0.52,508.56,FD,Complete
Diptera,Sepsidae,Allosepsis,sp.,Allosepsis sp.,0.52,508.56,FCM,Complete
Hemiptera,Aphididae,Macrosiphum,rosae,Macrosiphum rosae,0.52,508.56,FD,Incomplete
Hemiptera,Delphacidae,Laodelphax,striatellus,Laodelphax striatellus,0.52,508.56,FCM,Incomplete
Hymenoptera,Apidae,Bombus,impatiens,Bombus impatiens,0.52,508.56,FCM,Complete
Hymenoptera,Apidae,Melissodes,desponsa,Melissodes desponsa,0.52,508.56,FCM,Complete
Lepidoptera,Bombycidae,Bombyx,mori,Bombyx mori,0.52,508.56,FD,Complete
Coleoptera,Meloidae,Epicauta,polingi,Epicauta polingi,0.53,518.34,FCM,Complete
Dermaptera,Labiduridae,Labidura,riparia,Labidura riparia,0.53,518.34,FCM,Incomplete
Hemiptera,Aphididae,Schizaphis,graminum,Schizaphis graminum,0.53,518.34,FCM,Incomplete
Hymenoptera,Figitidae,Leptopilina,victoriae,Leptopilina victoriae,0.53,518.34,FCM,Complete
Lepidoptera,Bombycidae,Bombyx,mori,Bombyx mori,0.53,518.34,BCA,Complete
Coleoptera,Cerambycidae,Phymatodes,lengi,Phymatodes lengi,0.54,524.49,,Complete
Hymenoptera,Formicidae,Odontomachus,assiniensis,Odontomachus assiniensis,0.54,524.5,,Complete
Lepidoptera,Saturniidae,Antheraea,polyphemus,Antheraea polyphemus,0.54,525.45,,Complete
Coleoptera,Cerambycidae,Neoclytus,acuminatus,Neoclytus acuminatus,0.54,528.12,FCM,Complete
Diptera,Calliphoridae,Cochliomyia,macellaria,Cochliomyia macellaria,0.54,528.12,FCM,Complete
Diptera,Calliphoridae,Phormia,regina,Phormia regina,0.54,528.12,FCM,Complete
Diptera,Culicidae,Culex,pipiens,Culex pipiens,0.54,528.12,FD,Complete
Diptera,Culicidae,Culex,pipiens,Culex pipiens,0.54,528.12,BCA,Complete
Diptera,Culicidae,Culex,quinquefasciatus,Culex quinquefasciatus,0.54,528.12,FD,Complete
Diptera,Glossinidae,Glossina,morsitans,Glossina morsitans,0.54,528.12,FCM,Complete
Diptera,Syrphidae,Episyrphus,balteatus,Episyrphus balteatus,0.54,528.12,FCM,Complete
Hemiptera,Reduviidae,Triatoma,rubrovaria,Triatoma rubrovaria,0.54,528.12,FD,Incomplete
Hymenoptera,Formicidae,Odontomachus,chelifer,Odontomachus chelifer,0.54,528.12,FCM,Complete
Hymenoptera,Mutillidae,Sphaeropthalma,pensylvanica,Sphaeropthalma pensylvanica,0.54,528.12,FCM,Complete
Hymenoptera,Sphecidae,Chalybion,californicum,Chalybion californicum,0.54,528.12,FCM,Complete
Lepidoptera,Noctuidae,Condica,videns,Condica videns,0.54,528.12,FIA,Complete
Lepidoptera,Saturniidae,Antheraea,polyphemus,Antheraea polyphemus,0.54,528.12,FCM,Complete
Odonata,Libellulidae,Celithemis,ornata,Celithemis ornata,0.54,528.12,FIA,Incomplete
Coleoptera,Cerambycidae,Coenopoeus,palmeri,Coenopoeus palmeri,0.55,537.9,FCM,Complete
Diptera,Chaoboridae,Mochlonyx,velutinus,Mochlonyx velutinus,0.55,537.9,FD,Complete
Hymenoptera,Aphelinidae,Eretmocerus,eremicus,Eretmocerus eremicus,0.55,537.9,FCM,Complete
Hymenoptera,Apidae,Cephalotrigona,sp.,Cephalotrigona sp.,0.55,537.9,FCM,Complete
Hymenoptera,Apidae,Partamona,helleri,Partamona helleri,0.55,537.9,FCM,Complete
Hymenoptera,Formicidae,Ponera,pennsylvanica,Ponera pennsylvanica,0.55,537.9,FCM,Complete
Hymenoptera,Vespidae,Polistes,exclamans,Polistes exclamans,0.55,537.9,FCM,Complete
Coleoptera,Chrysomelidae,Chaetocnema,chlorophana,Chaetocnema chlorophana,0.56,547.68,FD,Complete
Coleoptera,Chrysomelidae,Chrysolina,americana,Chrysolina americana,0.56,547.68,FD,Complete
Hemiptera,Aphididae,Pterocallis,alnifoliae,Pterocallis alnifoliae,0.56,547.68,FD,Incomplete
Hemiptera,Aphididae,Schizaphis,graminum,Schizaphis graminum,0.56,547.68,FD,Incomplete
Hymenoptera,Encyrtidae,Leptomastix,dactylopii,Leptomastix dactylopii,0.56,547.68,FCM,Complete
Lepidoptera,Saturniidae,Actias,luna,Actias luna,0.56,547.68,FCM,Complete
Odonata,Libellulidae,Erythemis,simplicicollis,Erythemis simplicicollis,0.56,547.68,FIA,Incomplete
Coleoptera,Coccinellidae,Lindorus,lophanthae,Lindorus lophanthae,0.57,557.46,FIA,Complete
Coleoptera,Tenebrionidae,Cossyphus,dejeani,Cossyphus dejeani,0.57,557.46,FD,Complete
Diptera,Calliphoridae,Chrysomya,rufifacies,Chrysomya rufifacies,0.57,557.46,FD,Complete
Diptera,Phoridae,Megaselia,abdita,Megaselia abdita,0.57,557.46,FCM,Complete
Hymenoptera,Encyrtidae,Copidosoma,floridanum,Copidosoma floridanum,0.57,557.46,FIA,Complete
Hymenoptera,Formicidae,Dinoponera,australis,Dinoponera australis,0.57,557.46,FCM,Complete
Lepidoptera,Lasiocampidae,Malacosoma,disstria,Malacosoma disstria,0.57,557.46,FIA,Complete
Lepidoptera,Noctuidae,Noctua,pronuba,Noctua pronuba,0.57,557.46,FIA,Complete
Odonata,Gomphidae,Dromogomphus,spinosus,Dromogomphus spinosus,0.57,557.46,FIA,Incomplete
Hemiptera,Reduviidae,Rhodnius,colombiensis,Rhodnius colombiensis,0.58,567.24,FCM,Incomplete
Hymenoptera,Apidae,Partamona,rustica,Partamona rustica,0.58,567.24,FCM,Complete
Isoptera,Termopsidae,Zootermopsis,nevadensis,Zootermopsis nevadensis,0.58,567.24,FIA,Incomplete
Lepidoptera,Sphingidae,Daraspsa,pholus,Daraspsa pholus,0.58,567.24,FCM,Complete
Lepidoptera,Sphingidae,Paonias,excaecatus,Paonias excaecatus,0.58,567.24,FIA,Complete
Coleoptera,Chrysomelidae,Cryptocephalus,lusitanicus,Cryptocephalus lusitanicus,0.59,577.02,FD,Complete
Coleoptera,Tenebrionidae,Gonocephalum,oblitum,Gonocephalum oblitum,0.59,577.02,FD,Complete
Coleoptera,Tenebrionidae,Pimelia,lutaria,Pimelia lutaria,0.59,577.02,FD,Complete
Diptera,Culicidae,Aedes,cooki,Aedes cooki,0.59,577.02,FD,Complete
Diptera,Culicidae,Aedes,pseudoscutellaris,Aedes pseudoscutellaris,0.59,577.02,FD,Complete
Hemiptera,Miridae,Pseudatomoscelis,seriatus,Pseudatomoscelis seriatus,0.59,577.02,FCM,Incomplete
Hemiptera,Reduviidae,Rhodnius,prolixus,Rhodnius prolixus,0.59,577.02,FIA,Incomplete
Hymenoptera,Apidae,Ceratina,dupla,Ceratina dupla,0.59,577.02,FCM,Complete
Lepidoptera,Pterophoridae,Unknown,sp.2,Unknown sp.2,0.59,577.02,FIA,Complete
Odonata,Lestidae,Lestes,inaequalis,Lestes inaequalis,0.59,577.02,FIA,Incomplete
Coleoptera,Scarabaeidae,Popillia,japonica,Popillia japonica,0.6,582.8,,Complete
Coleoptera,Chrysomelidae,Cyrtonus,majoricensis,Cyrtonus majoricensis,0.6,586.8,FD,Complete
Coleoptera,Chrysomelidae,Ophraella,communa,Ophraella communa,0.6,586.8,FD,Complete
Hemiptera,Aphididae,Chaitophorus,sp.,Chaitophorus sp.,0.6,586.8,FD,Incomplete
Hemiptera,Aphididae,Rhopalosiphon,cerasifoliae,Rhopalosiphon cerasifoliae,0.6,586.8,FD,Incomplete
Hymenoptera,Formicidae,Ponera,pennsylvanica,Ponera pennsylvanica,0.6,586.8,FCM,Complete
Hymenoptera,Halictidae,Halictus,ligatus,Halictus ligatus,0.6,586.8,FCM,Complete
Lepidoptera,Noctuidae,Lacinipolia,renigera,Lacinipolia renigera,0.6,586.8,FIA,Complete
Lepidoptera,Notodontidae,Heterocampa,bilineata,Heterocampa bilineata,0.6,586.8,FIA,Complete
Odonata,Lestidae,Lestes,congener,Lestes congener,0.6,586.8,FIA,Incomplete
Odonata,Lestidae,Lestes,eurinus,Lestes eurinus,0.6,586.8,FIA,Incomplete
Odonata,Libellulidae,Ladona,deplanata,Ladona deplanata,0.6,586.8,FIA,Incomplete
Hymenoptera,Formicidae,Odontomachus,rixosus,Odontomachus rixosus,0.6,589.1,,Complete
Hymenoptera,Braconidae,Copidosoma,floridanum,Copidosoma floridanum,0.6,590.4,,Complete
Hymenoptera,Formicidae,Solenopsis,invicta,Solenopsis invicta,0.61,594.3,,Complete
Hemiptera,Aphididae,Aphis,fabae,Aphis fabae,0.61,596.58,FD,Incomplete
Hymenoptera,Formicidae,Tapinoma,sessile,Tapinoma sessile,0.61,596.58,FCM,Complete
Lepidoptera,Arctiidae,Halisidota,tesselaris,Halisidota tesselaris,0.61,596.58,FIA,Complete
Odonata,Gomphidae,Progomphus,obscurus,Progomphus obscurus,0.61,596.58,FIA,Incomplete
Coleoptera,Cerambycidae,Neoclytus,mucronatus,Neoclytus mucronatus,0.61,598.63,,Complete
Coleoptera,Chrysomelidae,Chrysolina,viridana,Chrysolina viridana,0.62,606.36,FD,Complete
Coleoptera,Chrysomelidae,Dicladispa,testacea,Dicladispa testacea,0.62,606.36,FD,Complete
Coleoptera,Curculionidae,Anthonomus,fulvus,Anthonomus fulvus,0.62,606.36,FCM,Complete
Diptera,Culicidae,Toxorhynchites,splendens,Toxorhynchites splendens,0.62,606.36,FD,Complete
Diptera,Muscidae,Synthesiomyia,nudiseta,Synthesiomyia nudiseta,0.62,606.36,FCM,Complete
Hemiptera,Aphididae,Macrosiphonella,sp.,Macrosiphonella sp.,0.62,606.36,FD,Incomplete
Hymenoptera,Formicidae,Solenopsis,invicta,Solenopsis invicta,0.62,606.36,BCA,Complete
Odonata,Lestidae,Lestes,unguiculatus,Lestes unguiculatus,0.62,606.36,FIA,Incomplete
Odonata,Libellulidae,Ladona,julia,Ladona julia,0.62,606.36,FIA,Incomplete
Odonata,Libellulidae,Plathemis,lydia,Plathemis lydia,0.62,606.36,FIA,Incomplete
Coleoptera,Cerambycidae,Moneilema,armatum,Moneilema armatum,0.63,616.14,FCM,Complete
Coleoptera,Chrysomelidae,Chrysolina,pyrenaica,Chrysolina pyrenaica,0.63,616.14,FD,Complete
Diptera,Calliphoridae,Lucilia,cuprina,Lucilia cuprina,0.63,616.14,FCM,Complete
Diptera,Sepsidae,Meropliosepsis,sexsetosa,Meropliosepsis sexsetosa,0.63,616.14,FCM,Complete
Hemiptera,Aphididae,Tamalia,coweni,Tamalia coweni,0.63,616.14,FD,Incomplete
Hymenoptera,Apidae,Partamona,chapadicola,Partamona chapadicola,0.63,616.14,FCM,Complete
Lepidoptera,Sphingidae,Paonias,myops,Paonias myops,0.63,616.14,FIA,Complete
Odonata,Lestidae,Lestes,forcipatus,Lestes forcipatus,0.63,616.14,FIA,Incomplete
Coleoptera,Coccinellidae,Brachiacantha,ursina,Brachiacantha ursina,0.64,625.92,FIA,Complete
Coleoptera,Tenebrionidae,Pimelia,laevigata,Pimelia laevigata,0.64,625.92,FD,Complete
Diptera,Calliphoridae,Cynomya,cadaverina,Cynomya cadaverina,0.64,625.92,FCM,Complete
Diptera,Phoridae,Pseudacteon,obtusus,Pseudacteon obtusus,0.64,625.92,FCM,Complete
Hymenoptera,Apidae,Bombus,terrestris,Bombus terrestris,0.64,625.92,FCM,Complete
Hymenoptera,Colletidae,Hylaeus,affinis,Hylaeus affinis,0.64,625.92,FCM,Complete
Lepidoptera,Arctiidae,Spilosoma,virginica,Spilosoma virginica,0.64,625.92,FIA,Complete
Lepidoptera,Noctuidae,Unknown,sp.1,Unknown sp.1,0.64,625.92,FIA,Complete
Lepidoptera,Sphingidae,Darapsa,myron,Darapsa myron,0.64,625.92,FCM,Complete
Hemiptera,Cercopidae,Clastoptera,testacea,Clastoptera testacea,0.64,629.53,,Incomplete
Coleoptera,Tenebrionidae,Pimelia,laevigata,Pimelia laevigata,0.65,635.7,FD,Complete
Diptera,Calliphoridae,Calliphora,erythrocephala,Calliphora erythrocephala,0.65,635.7,FD,Complete
Hemiptera,Aphididae,Rhopalosiphon,padi,Rhopalosiphon padi,0.65,635.7,FD,Incomplete
Hymenoptera,Aphelinidae,Aphelinus,abdominalis,Aphelinus abdominalis,0.65,635.7,FCM,Complete
Hymenoptera,Apidae,Schwarziana,sp.,Schwarziana sp.,0.65,635.7,FCM,Complete
Hymenoptera,Formicidae,Apterostigma,dentigerum,Apterostigma dentigerum,0.65,635.7,FCM,Complete
Odonata,Libellulidae,Orthetrum,ramburi,Orthetrum ramburi,0.65,635.7,BCA,Incomplete
Odonata,Libellulidae,Sympetrum,meridionale,Sympetrum meridionale,0.65,635.7,BCA,Incomplete
Coleoptera,Elateridae,Alaus,oculata,Alaus oculata,0.66,642.27,,Complete
Coleoptera,Chrysomelidae,Cassida,deflorata,Cassida deflorata,0.66,645.48,FD,Complete
Diptera,Sarcophagidae,Sarcophaga,bullata,Sarcophaga bullata,0.66,645.48,BCA,Complete
Hemiptera,Aphididae,Macrosiphum,pseudocoryli,Macrosiphum pseudocoryli,0.66,645.48,FD,Incomplete
Hymenoptera,Crabronidae,Microbembex,monodonta,Microbembex monodonta,0.66,645.48,FIA,Complete
Hymenoptera,Halictidae,Agapostemon,splendens,Agapostemon splendens,0.66,645.48,FIA,Complete
Lepidoptera,Arctiidae,Hyphantria,cunea,Hyphantria cunea,0.66,645.48,FIA,Complete
Lepidoptera,Noctuidae,Papaipema,nepheleptena,Papaipema nepheleptena,0.66,645.48,FIA,Complete
Lepidoptera,Yponomeutidae,Atteva,punctella,Atteva punctella,0.66,645.48,FCM,Complete
Hemiptera,Cercopidae,Clastoptera,sp,Clastoptera sp,0.66,647.3,,Incomplete
Hymenoptera,Apidae,Tetragona,ziegleri,Tetragona ziegleri,0.67,650.7,,Complete
Hymenoptera,Mutillidae,Dasymutilla,occidentalis,Dasymutilla occidentalis,0.67,653.7,,Complete
Coleoptera,Chrysomelidae,Oxylepus,deflexicollis,Oxylepus deflexicollis,0.67,655.26,FD,Complete
Coleoptera,Coccinellidae,Anatis,labiculata,Anatis labiculata,0.67,655.26,FIA,Complete
Coleoptera,Coccinellidae,Henosepilachna,vigintioctopunctata,Henosepilachna vigintioctopunctata,0.67,655.26,FCM,Complete
Coleoptera,Elateridae,Conoderus,bellus,Conoderus bellus,0.67,655.26,FCM,Complete
Coleoptera,Scarabaeidae,Cotinis,nitida,Cotinis nitida,0.67,655.26,FCM,Complete
Diptera,Calliphoridae,Chrysomya,megacephala,Chrysomya megacephala,0.67,655.26,FCM,Complete
Hemiptera,Aphididae,Aphis,sp.,Aphis sp.,0.67,655.26,FD,Incomplete
Hymenoptera,Mutillidae,Dasymutilla,occidentalis,Dasymutilla occidentalis,0.67,655.26,FCM,Complete
Lepidoptera,Noctuidae,Macronoctua,onusta,Macronoctua onusta,0.67,655.26,FIA,Complete
Odonata,Libellulidae,Erythrodiplax,minuscula,Erythrodiplax minuscula,0.67,655.26,FIA,Incomplete
Odonata,Libellulidae,Libellula,quadrimaculata,Libellula quadrimaculata,0.67,655.26,BCA,Incomplete
Odonata,Libellulidae,Tramea,carolina,Tramea carolina,0.67,655.26,FIA,Incomplete
Odonata,Libellulidae,Tramea,lacerata,Tramea lacerata,0.67,655.26,FIA,Incomplete
Coleoptera,Carabidae,Cicindela,punctulata,Cicindela punctulata,0.68,665.04,FCM,Complete
Hemiptera,Aleyrodidae,Bemisia,tabaci,Bemisia tabaci,0.68,665.04,FCM,Incomplete
Hemiptera,Aphididae,Uroleucon,sp.,Uroleucon sp.,0.68,665.04,FD,Incomplete
Hymenoptera,Apidae,Ceratina,calcarata,Ceratina calcarata,0.68,665.04,FCM,Complete
Lepidoptera,Sphingidae,Smerinthus,jamaicensis,Smerinthus jamaicensis,0.68,665.04,FIA,Complete
Odonata,Libellulidae,Perithemis,tenera,Perithemis tenera,0.68,665.04,FIA,Incomplete
Coleoptera,Chrysomelidae,Megabruchidius,tonkinues,Megabruchidius tonkinues,0.68,667.5,,Complete
Hemiptera,Cercopidae,Clastoptera,testacea,Clastoptera testacea,0.69,673.75,,Incomplete
Diptera,Calliphoridae,Lucilia,sericata,Lucilia sericata,0.69,674.82,FCM,Complete
Diptera,Phoridae,Pseudacteon,curvatus,Pseudacteon curvatus,0.69,674.82,FCM,Complete
Ephemeroptera,Ephemeridae,Unidentified,sp.,Unidentified sp.,0.69,674.82,FCM,Incomplete
Hymenoptera,Apidae,Melipona,quinquefasciata,Melipona quinquefasciata,0.69,674.82,FCM,Complete
Hymenoptera,Apidae,Trigona,fulviventris,Trigona fulviventris,0.69,674.82,FCM,Complete
Hymenoptera,Apidae,Xylocopa,virginica,Xylocopa virginica,0.69,674.82,FIA,Complete
Lepidoptera,Noctuidae,Calophasia,lunula,Calophasia lunula,0.69,674.82,FIA,Complete
Odonata,Libellulidae,Brachymesia,gravida,Brachymesia gravida,0.69,674.82,FIA,Incomplete
Coleoptera,Chrysomelidae,Crioceris,asparagi,Crioceris asparagi,0.7,684.6,FD,Complete
Hemiptera,Aphididae,Nasonovia,lactucae,Nasonovia lactucae,0.7,684.6,FD,Incomplete
Hymenoptera,Apidae,Melipona,quinquefasciata,Melipona quinquefasciata,0.7,684.6,FCM,Complete
Odonata,Coenagrionidae,Enallagma,cyathigerum,Enallagma cyathigerum,0.7,684.6,BCA,Incomplete
Coleoptera,Brentidae,Arrenodes,minutus,Arrenodes minutus,0.71,694.38,FCM,Complete
Coleoptera,Chrysomelidae,Cassida,subreticulata,Cassida subreticulata,0.71,694.38,FD,Complete
Coleoptera,Hydrophilidae,Phaenonotum,exstriatum,Phaenonotum exstriatum,0.71,694.38,FCM,Complete
Coleoptera,Meloidae,Epicauta,albida,Epicauta albida,0.71,694.38,FCM,Complete
Hemiptera,Aphididae,Cinara,strobi,Cinara strobi,0.71,694.38,FD,Incomplete
Hemiptera,Delphacidae,Sogatella,furcifera,Sogatella furcifera,0.71,694.38,FCM,Incomplete
Hymenoptera,Formicidae,Ectatomma,tuberculatum,Ectatomma tuberculatum,0.71,694.38,FCM,Complete
Odonata,Gomphidae,Gomphus,cavillaris,Gomphus cavillaris,0.71,694.38,FIA,Incomplete
Odonata,Gomphidae,Gomphus,exilis,Gomphus exilis,0.71,694.38,FIA,Incomplete
Coleoptera,Cerambycidae,Neoclytus,scutellaris,Neoclytus scutellaris,0.71,696.4,,Complete
Coleoptera,Chrysomelidae,Megabruchidius,tonkineus,Megabruchidius tonkineus,0.72,704.16,FCM,Complete
Diptera,Calliphoridae,Chrysomya,albiceps,Chrysomya albiceps,0.72,704.16,FD,Complete
Hemiptera,Reduviidae,Rhodnius,ecuadoriensis,Rhodnius ecuadoriensis,0.72,704.16,FCM,Incomplete
Odonata,Gomphidae,Gomphus,spicatus,Gomphus spicatus,0.72,704.16,FIA,Incomplete
Odonata,Gomphidae,Stylogomphus,albistylus,Stylogomphus albistylus,0.72,704.16,FIA,Incomplete
Odonata,Lestidae,Lestes,dryas,Lestes dryas,0.72,704.16,FIA,Incomplete
Coleoptera,Leiodidae,Ptomaphagus,hatchi,Ptomaphagus hatchi,0.73,710.6,,Complete
Coleoptera,Elateridae,Deilelater,physoderus,Deilelater physoderus,0.73,713.94,FCM,Complete
Coleoptera,Scarabaeidae,Strategus,aloeus,Strategus aloeus,0.73,713.94,FCM,Complete
Diptera,Anthomyiidae,Delia,antiqua,Delia antiqua,0.73,713.94,FD,Complete
